,topic,type,ref,urlKaggle,title,author,lastRunTime,totalVotes
261,Data-transformation,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
262,Data-transformation,kernels,serigne/stacked-regressions-top-4-on-leaderboard,kaggle.com/code/serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6777
263,Data-transformation,kernels,saumyadeepm/data-transformation-titanic-dataset,kaggle.com/code/saumyadeepm/data-transformation-titanic-dataset,Data Transformation | Titanic Dataset,saumyadeepmitra,2022-11-18 20:18:50,13
264,Data-transformation,kernels,rtatman/data-cleaning-challenge-scale-and-normalize-data,kaggle.com/code/rtatman/data-cleaning-challenge-scale-and-normalize-data,Data Cleaning Challenge: Scale and Normalize Data,Rachael Tatman,2018-03-30 21:18:36,557
265,Data-transformation,kernels,weikai/data-exploration-transformation-ridge-lasso,kaggle.com/code/weikai/data-exploration-transformation-ridge-lasso,Data exploration & transformation. Ridge & LASSO.,Weikai Mao,2019-05-21 10:52:17,7
266,Data-transformation,kernels,arthurtok/interactive-intro-to-dimensionality-reduction,kaggle.com/code/arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
267,Data-transformation,kernels,freespirit08/time-series-for-beginners-with-arima,kaggle.com/code/freespirit08/time-series-for-beginners-with-arima,Time Series For beginners with ARIMA,Arindam Chatterjee,2018-08-24 16:53:34,397
268,Data-transformation,kernels,dgawlik/house-prices-eda,kaggle.com/code/dgawlik/house-prices-eda,House Prices EDA,Dominik Gawlik,2017-02-20 10:51:47,513
269,Data-transformation,kernels,residentmario/exercise-summary-functions-and-maps,kaggle.com/code/residentmario/exercise-summary-functions-and-maps,Exercise: Summary Functions and Maps,Aleksey Bilogur,2022-02-08 16:43:13,76
270,Data-transformation,kernels,nroman/melanoma-pytorch-starter-efficientnet,kaggle.com/code/nroman/melanoma-pytorch-starter-efficientnet,Melanoma. Pytorch starter. EfficientNet,Roman,2020-08-04 20:37:41,435
271,Data-transformation,kernels,nareshbhat/outlier-the-silent-killer,kaggle.com/code/nareshbhat/outlier-the-silent-killer,Outlier!!! The Silent Killer,Naresha Bhat,2021-08-30 07:18:27,746
272,Data-transformation,kernels,saga21/covid-global-forecast-sir-model-ml-regressions,kaggle.com/code/saga21/covid-global-forecast-sir-model-ml-regressions,COVID Global Forecast: SIR model + ML regressions,Patrick Sánchez,2020-04-16 10:40:17,787
273,Data-transformation,kernels,ankurrezo/data-cleaning-and-transformation-enron-email,kaggle.com/code/ankurrezo/data-cleaning-and-transformation-enron-email,Data Cleaning and Transformation Enron email,Ankur Kumar,2021-01-25 13:08:30,4
274,Data-transformation,kernels,yassineghouzam/introduction-to-cnn-keras-0-997-top-6,kaggle.com/code/yassineghouzam/introduction-to-cnn-keras-0-997-top-6,Introduction to CNN Keras - 0.997 (top 6%),Yassine Ghouzam,2017-08-18 01:42:23,6458
275,Data-transformation,kernels,lavanyashukla01/how-i-made-top-0-3-on-a-kaggle-competition,kaggle.com/code/lavanyashukla01/how-i-made-top-0-3-on-a-kaggle-competition,How I made top 0.3% on a Kaggle competition,Lavanya Shukla,2019-06-09 21:10:44,983
276,Data-transformation,kernels,abhianalytic/amex-read-full-data-without-any-transformation,kaggle.com/code/abhianalytic/amex-read-full-data-without-any-transformation,AmEx : Read full data without any transformation,AbhishekKumar,2022-06-13 13:32:17,13
277,Data-transformation,kernels,sudhirnl7/linear-regression-tutorial,kaggle.com/code/sudhirnl7/linear-regression-tutorial,Linear Regression Tutorial,Sudhir Kumar,2020-04-04 14:56:45,357
278,Data-transformation,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,kaggle.com/code/janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
279,Data-transformation,kernels,burhanykiyakoglu/predicting-house-prices,kaggle.com/code/burhanykiyakoglu/predicting-house-prices,Predicting House Prices,Burhan Y. Kiyakoglu,2019-05-23 20:33:09,871
280,Data-transformation,kernels,martinpiotte/bounding-box-model,kaggle.com/code/martinpiotte/bounding-box-model,Bounding Box Model,Martin Piotte,2018-06-29 23:52:43,241
281,Principal-Component-Analysis-(PCA),kernels,arthurtok/interactive-intro-to-dimensionality-reduction,kaggle.com/code/arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
282,Principal-Component-Analysis-(PCA),kernels,sid321axn/principal-component-analysis-pca,kaggle.com/code/sid321axn/principal-component-analysis-pca,Principal Component Analysis (PCA),Manu Siddhartha,2019-03-05 02:01:30,16
283,Principal-Component-Analysis-(PCA),kernels,nirajvermafcb/principal-component-analysis-explained,kaggle.com/code/nirajvermafcb/principal-component-analysis-explained,Principal Component Analysis explained,Niraj Verma,2017-01-12 18:47:03,250
284,Principal-Component-Analysis-(PCA),kernels,arthurtok/principal-component-analysis-with-kmeans-visuals,kaggle.com/code/arthurtok/principal-component-analysis-with-kmeans-visuals,Principal Component Analysis with KMeans visuals,Anisotropic,2017-10-04 19:49:23,250
285,Principal-Component-Analysis-(PCA),kernels,avikumart/pca-principal-component-analysis-variance-plots,kaggle.com/code/avikumart/pca-principal-component-analysis-variance-plots,[PCA]Principal Component Analysis &variance plots,AvikumarT,2022-11-02 11:05:29,80
286,Principal-Component-Analysis-(PCA),kernels,serkanpeldek/face-recognition-on-olivetti-dataset,kaggle.com/code/serkanpeldek/face-recognition-on-olivetti-dataset,Face Recognition on Olivetti Dataset,Serkan Peldek,2019-08-27 05:49:19,309
287,Principal-Component-Analysis-(PCA),kernels,ryanholbrook/feature-engineering-for-house-prices,kaggle.com/code/ryanholbrook/feature-engineering-for-house-prices,Feature Engineering for House Prices,Ryan Holbrook,2022-05-05 12:49:09,319
288,Principal-Component-Analysis-(PCA),kernels,karimsaieh/pca-principal-component-analysis-without-sklearn,kaggle.com/code/karimsaieh/pca-principal-component-analysis-without-sklearn,PCA Principal Component Analysis without sklearn,karim s.h,2019-11-16 15:13:26,13
289,Categorical-EDA,kernels,subinium/tps-may-categorical-eda,kaggle.com/code/subinium/tps-may-categorical-eda,[TPS-May] Categorical EDA,Subin An,2021-05-24 07:21:40,182
290,Categorical-EDA,kernels,subinium/categorical-data-eda-visualization,kaggle.com/code/subinium/categorical-data-eda-visualization,Categorical Data EDA & Visualization,Subin An,2020-11-01 23:23:32,75
291,Categorical-EDA,kernels,anshumoudgil/iiot-digital-twins-categorical-data-eda,kaggle.com/code/anshumoudgil/iiot-digital-twins-categorical-data-eda,"""IIoT -Digital Twins -Categorical data EDA """,Solve for Fun,2020-08-04 15:23:01,44
292,Categorical-EDA,kernels,willkoehrsen/start-here-a-gentle-introduction,kaggle.com/code/willkoehrsen/start-here-a-gentle-introduction,Start Here: A Gentle Introduction,Will Koehrsen,2018-08-25 02:00:07,3388
293,Categorical-EDA,kernels,nextbigwhat/eda-for-categorical-variables-a-beginner-s-way,kaggle.com/code/nextbigwhat/eda-for-categorical-variables-a-beginner-s-way,EDA for Categorical Variables - A Beginner's Way,Samarth Agrawal,2018-12-26 03:34:10,63
294,Categorical-EDA,kernels,ash316/eda-to-prediction-dietanic,kaggle.com/code/ash316/eda-to-prediction-dietanic,EDA To Prediction(DieTanic),Ashwini Swain,2018-03-08 17:55:32,2555
295,Categorical-EDA,kernels,ekami66/detailed-exploratory-data-analysis-with-python,kaggle.com/code/ekami66/detailed-exploratory-data-analysis-with-python,Detailed exploratory data analysis with python,Tuatini GODARD,2017-01-20 02:06:37,646
296,Categorical-EDA,kernels,kanncaa1/data-sciencetutorial-for-beginners,kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
297,Categorical-EDA,kernels,dejavu23/house-prices-eda-to-ml-beginner,kaggle.com/code/dejavu23/house-prices-eda-to-ml-beginner,House Prices: EDA to ML (Beginner),deja vu,2019-06-15 14:34:23,331
298,Categorical-EDA,kernels,subinium/eda-visualization-categorical-data,kaggle.com/code/subinium/eda-visualization-categorical-data,EDA + Visualization : Categorical Data,Subin An,2019-09-26 15:34:17,18
299,Univariate-analysis,kernels,sudalairajkumar/univariate-analysis-regression-lb-0-006,kaggle.com/code/sudalairajkumar/univariate-analysis-regression-lb-0-006,Univariate Analysis & Regression (LB : 0.006),SRK,2016-12-09 09:30:11,121
300,Univariate-analysis,kernels,ravichaubey1506/univariate-statistical-analysis-on-diabetes,kaggle.com/code/ravichaubey1506/univariate-statistical-analysis-on-diabetes,Univariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-05-06 07:10:12,97
301,Univariate-analysis,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
302,Univariate-analysis,kernels,kanncaa1/feature-selection-and-data-visualization,kaggle.com/code/kanncaa1/feature-selection-and-data-visualization,Feature Selection and Data Visualization,DATAI,2021-07-10 16:05:36,1689
303,Univariate-analysis,kernels,etakla/exploring-the-dataset-univariate-analysis,kaggle.com/code/etakla/exploring-the-dataset-univariate-analysis,"""Exploring the Dataset Univariate Analysis""",E-M-A-D,2017-02-28 14:19:59,21
304,Univariate-analysis,kernels,residentmario/welcome-to-data-visualization,kaggle.com/code/residentmario/welcome-to-data-visualization,Welcome to data visualization,Aleksey Bilogur,2018-01-23 20:24:14,450
305,Univariate-analysis,kernels,sudalairajkumar/simple-exploration-notebook-zillow-prize,kaggle.com/code/sudalairajkumar/simple-exploration-notebook-zillow-prize,Simple Exploration Notebook - Zillow Prize,SRK,2017-06-03 13:40:09,1104
306,Univariate-analysis,kernels,lonewolf95/eda-101-univariate-analysis-for-beginners,kaggle.com/code/lonewolf95/eda-101-univariate-analysis-for-beginners,EDA 101: Univariate Analysis for Beginners,Sharoon Saxena,2020-09-01 13:15:26,26
307,Multivariate-analysis,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
308,Multivariate-analysis,kernels,ravichaubey1506/multivariate-statistical-analysis-on-diabetes,kaggle.com/code/ravichaubey1506/multivariate-statistical-analysis-on-diabetes,Multivariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-08-10 13:49:52,117
309,Multivariate-analysis,kernels,sanikamal/introduction-to-multivariate-analysis,kaggle.com/code/sanikamal/introduction-to-multivariate-analysis,Introduction To Multivariate Analysis,Sani Kamal,2018-11-16 23:31:40,11
310,Multivariate-analysis,kernels,suddhu/heatmap-based-multivariate-analysis,kaggle.com/code/suddhu/heatmap-based-multivariate-analysis,Heatmap based multivariate analysis,sudhar287,2019-01-22 01:45:00,18
311,Multivariate-analysis,kernels,residentmario/welcome-to-data-visualization,kaggle.com/code/residentmario/welcome-to-data-visualization,Welcome to data visualization,Aleksey Bilogur,2018-01-23 20:24:14,450
312,Linear-regression,kernels,sudhirnl7/linear-regression-tutorial,kaggle.com/code/sudhirnl7/linear-regression-tutorial,Linear Regression Tutorial,Sudhir Kumar,2020-04-04 14:56:45,357
313,Linear-regression,kernels,goyalshalini93/car-price-prediction-linear-regression-rfe,kaggle.com/code/goyalshalini93/car-price-prediction-linear-regression-rfe,Car Price Prediction (Linear Regression - RFE),Shalini Goyal,2019-04-26 09:01:04,602
314,Linear-regression,kernels,divan0/multiple-linear-regression,kaggle.com/code/divan0/multiple-linear-regression,Multiple Linear Regression,Diva Dugar,2018-08-01 14:19:36,145
315,Linear-regression,kernels,vivinbarath/simple-linear-regression-for-salary-data,kaggle.com/code/vivinbarath/simple-linear-regression-for-salary-data,Simple Linear Regression for Salary Data,Barath ,2020-02-19 17:22:58,181
316,Linear-regression,kernels,foxtreme/linear-regression-project,kaggle.com/code/foxtreme/linear-regression-project,Linear Regression Project,Chris Charry,2019-02-24 02:53:30,64
317,Linear-regression,kernels,ashydv/sales-prediction-simple-linear-regression,kaggle.com/code/ashydv/sales-prediction-simple-linear-regression,Sales Prediction (Simple Linear Regression),Ashish,2019-03-07 06:21:44,103
318,Linear-regression,kernels,aminizahra/linear-regression,kaggle.com/code/aminizahra/linear-regression,Linear Regression,Zahra Amini,2022-02-21 21:06:09,114
319,Linear-regression,kernels,anthonypino/price-analysis-and-linear-regression,kaggle.com/code/anthonypino/price-analysis-and-linear-regression,Price analysis and Linear Regression,Tony Pino,2017-08-16 05:54:08,139
320,Linear-regression,kernels,aakashns/pytorch-basics-linear-regression-from-scratch,kaggle.com/code/aakashns/pytorch-basics-linear-regression-from-scratch,PyTorch basics - Linear Regression from scratch,Aakash N S,2019-01-22 19:34:30,181
321,Linear-regression,kernels,nitindatta/fifa-in-depth-analysis-with-linear-regression,kaggle.com/code/nitindatta/fifa-in-depth-analysis-with-linear-regression,FIFA in depth analysis with Linear Regression,Nitin Datta,2020-10-16 06:19:46,350
322,Linear-regression,kernels,mariapushkareva/medical-insurance-cost-with-linear-regression,kaggle.com/code/mariapushkareva/medical-insurance-cost-with-linear-regression,Medical Insurance Cost with Linear Regression,Marie,2020-07-14 07:11:04,158
323,Linear-regression,kernels,suicaokhoailang/blending-with-linear-regression-0-688-lb,kaggle.com/code/suicaokhoailang/blending-with-linear-regression-0-688-lb,Blending with Linear Regression [0.688 LB],Khoi Nguyen,2018-11-18 09:58:07,138
324,Linear-regression,kernels,rbyron/simple-linear-regression-models,kaggle.com/code/rbyron/simple-linear-regression-models,Simple linear regression models,Rocío Ventura,2018-03-30 10:28:21,70
325,Linear-regression,kernels,jnikhilsai/cross-validation-with-linear-regression,kaggle.com/code/jnikhilsai/cross-validation-with-linear-regression,Cross-Validation with Linear Regression,Nikhil Sai,2019-08-20 07:42:37,75
326,Linear-regression,kernels,gauravduttakiit/bike-sharing-multiple-linear-regression,kaggle.com/code/gauravduttakiit/bike-sharing-multiple-linear-regression,Bike Sharing : Multiple Linear Regression,Gaurav Dutta,2022-01-22 13:15:59,56
327,Linear-regression,kernels,mayanksrivastava/predict-housing-prices-simple-linear-regression,kaggle.com/code/mayanksrivastava/predict-housing-prices-simple-linear-regression,Predict Housing Prices - Simple Linear Regression,Mayank Srivastava,2017-06-09 22:06:27,75
328,Linear-regression,kernels,niteshyadav3103/linear-regression-regularization-lasso-ridge,kaggle.com/code/niteshyadav3103/linear-regression-regularization-lasso-ridge,Linear Regression & Regularization(Lasso & Ridge),Nitesh Yadav,2021-11-22 13:27:35,125
329,Linear-regression,kernels,shrutimechlearn/step-by-step-assumptions-linear-regression,kaggle.com/code/shrutimechlearn/step-by-step-assumptions-linear-regression,Step by Step Assumptions - Linear Regression,Shruti_Iyyer,2020-06-15 13:40:29,112
330,Linear-regression,kernels,ryanholbrook/exercise-linear-regression-with-time-series,kaggle.com/code/ryanholbrook/exercise-linear-regression-with-time-series,Exercise: Linear Regression With Time Series,Ryan Holbrook,2021-11-18 13:09:29,11
331,Linear-regression,kernels,tunguz/simple-linear-regression-benchmark,kaggle.com/code/tunguz/simple-linear-regression-benchmark,Simple Linear Regression Benchmark,Bojan Tunguz,2019-12-01 13:42:13,90
332,Simple-linear-regression,kernels,vivinbarath/simple-linear-regression-for-salary-data,kaggle.com/code/vivinbarath/simple-linear-regression-for-salary-data,Simple Linear Regression for Salary Data,Barath ,2020-02-19 17:22:58,181
333,Simple-linear-regression,kernels,ashydv/sales-prediction-simple-linear-regression,kaggle.com/code/ashydv/sales-prediction-simple-linear-regression,Sales Prediction (Simple Linear Regression),Ashish,2019-03-07 06:21:44,103
334,Simple-linear-regression,kernels,rbyron/simple-linear-regression-models,kaggle.com/code/rbyron/simple-linear-regression-models,Simple linear regression models,Rocío Ventura,2018-03-30 10:28:21,70
335,Simple-linear-regression,kernels,mayanksrivastava/predict-housing-prices-simple-linear-regression,kaggle.com/code/mayanksrivastava/predict-housing-prices-simple-linear-regression,Predict Housing Prices - Simple Linear Regression,Mayank Srivastava,2017-06-09 22:06:27,75
336,Simple-linear-regression,kernels,tunguz/simple-linear-regression-benchmark,kaggle.com/code/tunguz/simple-linear-regression-benchmark,Simple Linear Regression Benchmark,Bojan Tunguz,2019-12-01 13:42:13,90
337,Simple-linear-regression,kernels,ariadne/simple-one-feature-linear-regression,kaggle.com/code/ariadne/simple-one-feature-linear-regression,Simple One Feature Linear Regression,Ariadne,2017-05-18 20:27:06,69
338,Simple-linear-regression,kernels,amitdhakre13/simple-linear-regression-in-r,kaggle.com/code/amitdhakre13/simple-linear-regression-in-r,Simple Linear Regression in R ,zohan,2017-10-27 10:43:13,49
339,Simple-linear-regression,kernels,sandhyakrishnan02/simple-linear-regression-salary-vs-experience,kaggle.com/code/sandhyakrishnan02/simple-linear-regression-salary-vs-experience,Simple Linear Regression - Salary Vs Experience,SandhyaKrishnan02,2022-12-14 15:05:19,69
340,Simple-linear-regression,kernels,redwankarimsony/simple-linear-regression-for-beginners,kaggle.com/code/redwankarimsony/simple-linear-regression-for-beginners,Simple Linear Regression for Beginners,Md. Redwan Karim Sony,2021-06-28 03:37:48,34
341,Simple-linear-regression,kernels,nicapotato/in-depth-simple-linear-regression,kaggle.com/code/nicapotato/in-depth-simple-linear-regression,In-Depth Simple Linear Regression,nicapotato,2018-07-16 13:58:58,38
342,Simple-linear-regression,kernels,devzohaib/simple-linear-regression,kaggle.com/code/devzohaib/simple-linear-regression,Simple-Linear-Regression,devzohaib,2020-11-23 18:36:48,11
343,Simple-linear-regression,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
344,Simple-linear-regression,kernels,codefordata/headbrain-simple-linear-regression,kaggle.com/code/codefordata/headbrain-simple-linear-regression,Headbrain-simple linear regression.,Codefordata,2019-03-03 20:24:41,10
345,Simple-linear-regression,kernels,serigne/stacked-regressions-top-4-on-leaderboard,kaggle.com/code/serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6777
346,Simple-linear-regression,kernels,luddarell/tutorial-simple-multiple-linear-regression,kaggle.com/code/luddarell/tutorial-simple-multiple-linear-regression,(Tutorial) Simple & Multiple Linear Regression,Ludgerus Darell,2019-03-17 10:11:42,15
347,Simple-linear-regression,kernels,venjktry/simple-linear-regression,kaggle.com/code/venjktry/simple-linear-regression,Simple Linear Regression,Venkatesh S,2017-07-18 10:55:37,6
348,Simple-linear-regression,kernels,paulorzp/simple-rolling-linear-regression-no-leakage,kaggle.com/code/paulorzp/simple-rolling-linear-regression-no-leakage,Simple Rolling Linear Regression (no leakage),Paulo Pinto,2022-06-11 04:08:40,23
349,Simple-linear-regression,kernels,igorkf/ubiquant-simple-linear-regression-baseline,kaggle.com/code/igorkf/ubiquant-simple-linear-regression-baseline,Ubiquant - Simple Linear Regression baseline,Igor Kuivjogi Fernandes,2022-01-31 20:10:10,24
350,Simple-linear-regression,kernels,paulrohan2020/eda-and-simple-linear-regression-for-house-price,kaggle.com/code/paulrohan2020/eda-and-simple-linear-regression-for-house-price,EDA-and-simple Linear Regression-for-House-Price,Data Storm,2022-04-19 12:23:30,41
351,Simple-linear-regression,kernels,monkeyorman/simple-linear-regression-in-r-0-0648835,kaggle.com/code/monkeyorman/simple-linear-regression-in-r-0-0648835,Simple Linear Regression in R (0.0648835),JT,2017-07-09 15:26:04,21
352,Multiple-Linear-Regression,kernels,divan0/multiple-linear-regression,kaggle.com/code/divan0/multiple-linear-regression,Multiple Linear Regression,Diva Dugar,2018-08-01 14:19:36,145
353,Multiple-Linear-Regression,kernels,gauravduttakiit/bike-sharing-multiple-linear-regression,kaggle.com/code/gauravduttakiit/bike-sharing-multiple-linear-regression,Bike Sharing : Multiple Linear Regression,Gaurav Dutta,2022-01-22 13:15:59,56
354,Multiple-Linear-Regression,kernels,stieranka/multiple-linear-regression,kaggle.com/code/stieranka/multiple-linear-regression,Multiple Linear Regression,Marek,2018-09-26 14:16:14,18
355,Nonlinear-regression,kernels,ahmetcankaraolan/salary-predict-with-nonlinear-regression-models,kaggle.com/code/ahmetcankaraolan/salary-predict-with-nonlinear-regression-models,Salary Predict with NonLinear Regression Models,Ahmet Can Karaoglan,2020-07-14 22:20:05,29
356,Nonlinear-regression,kernels,meowmeowmeowmeowmeow/nonlinear-regression,kaggle.com/code/meowmeowmeowmeowmeow/nonlinear-regression,Nonlinear regression,Mykola,2018-11-09 17:28:08,4
357,Nonlinear-regression,kernels,dgawlik/house-prices-eda,kaggle.com/code/dgawlik/house-prices-eda,House Prices EDA,Dominik Gawlik,2017-02-20 10:51:47,513
358,Nonlinear-regression,kernels,faressayah/practical-introduction-to-10-regression-algorithm,kaggle.com/code/faressayah/practical-introduction-to-10-regression-algorithm,Practical Introduction to 10 Regression Algorithm,Fares Sayah,2022-01-20 13:43:02,707
359,Nonlinear-regression,kernels,ibrahimyildiz/salary-predict-with-nonlinear-regression-models,kaggle.com/code/ibrahimyildiz/salary-predict-with-nonlinear-regression-models,Salary Predict with NonLinear Regression Models,ibrahimyildiz,2020-07-14 07:22:18,14
360,Nonlinear-regression,kernels,cdeotte/support-vector-machine-0-925,kaggle.com/code/cdeotte/support-vector-machine-0-925,Support Vector Machine - [0.925],Chris Deotte,2019-05-20 22:23:22,291
361,Nonlinear-regression,kernels,jesucristo/1-house-prices-solution-top-1,kaggle.com/code/jesucristo/1-house-prices-solution-top-1,#1 House Prices Solution [top 1%],Nanashi,2019-09-06 08:36:08,600
362,Nonlinear-regression,kernels,prashant111/comprehensive-guide-on-feature-selection,kaggle.com/code/prashant111/comprehensive-guide-on-feature-selection,Comprehensive Guide on Feature Selection,Prashant Banerjee,2020-11-18 15:26:57,488
363,Nonlinear-regression,kernels,matleonard/feature-selection,kaggle.com/code/matleonard/feature-selection,Feature Selection,Mat Leonard,2021-11-09 00:07:43,191
364,Nonlinear-regression,kernels,dvasyukova/a-linear-model-on-apps-and-labels,kaggle.com/code/dvasyukova/a-linear-model-on-apps-and-labels,A linear model on apps and labels,dune_dweller,2016-08-05 10:28:37,197
365,Nonlinear-regression,kernels,shtrausslearning/bayesian-regression-house-price-prediction,kaggle.com/code/shtrausslearning/bayesian-regression-house-price-prediction,Bayesian Regression | House Price Prediction,Andrey Shtrauss,2022-07-16 14:03:59,164
366,Nonlinear-regression,kernels,ryanholbrook/deep-neural-networks,kaggle.com/code/ryanholbrook/deep-neural-networks,Deep Neural Networks,Ryan Holbrook,2022-05-05 17:51:00,123
367,Nonlinear-regression,kernels,rafjaa/dealing-with-very-small-datasets,kaggle.com/code/rafjaa/dealing-with-very-small-datasets,Dealing with very small datasets,Rafael Alencar,2019-03-06 19:38:25,256
368,Nonlinear-regression,kernels,pouryaayria/a-complete-ml-pipeline-tutorial-acu-86,kaggle.com/code/pouryaayria/a-complete-ml-pipeline-tutorial-acu-86,A Complete ML Pipeline Tutorial (ACU ~ 86%),PIR,2018-04-14 07:56:14,402
369,Nonlinear-regression,kernels,lalitharajesh/iris-dataset-exploratory-data-analysis,kaggle.com/code/lalitharajesh/iris-dataset-exploratory-data-analysis,Iris Dataset - Exploratory Data Analysis,Lalitha Rajesh,2018-01-26 11:39:38,89
370,Nonlinear-regression,kernels,arthurtok/interactive-intro-to-dimensionality-reduction,kaggle.com/code/arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
371,Nonlinear-regression,kernels,kashnitsky/topic-4-linear-models-part-4-pros-cons,kaggle.com/code/kashnitsky/topic-4-linear-models-part-4-pros-cons,Topic 4. Linear models. Part 4. Pros & cons,Yury Kashnitsky,2021-05-07 09:43:37,102
372,Nonlinear-regression,kernels,farazrahman/predicting-star-galaxy-quasar-with-svm,kaggle.com/code/farazrahman/predicting-star-galaxy-quasar-with-svm,"""Predicting Star Galaxy & Quasar with SVM""",Faraz Rahman,2018-12-15 08:39:11,59
373,Nonlinear-regression,kernels,mariopasquato/linear-model,kaggle.com/code/mariopasquato/linear-model,Linear model 0.65 in lb,Mario Pasquato,2016-02-02 12:24:36,41
374,Nonlinear-regression,kernels,kashnitsky/topic-4-linear-models-part-3-regularization,kaggle.com/code/kashnitsky/topic-4-linear-models-part-3-regularization,Topic 4. Linear models. Part 3. Regularization,Yury Kashnitsky,2021-05-07 09:33:14,109
375,Decision-Trees-regression,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
376,Decision-Trees-regression,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,kaggle.com/code/ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
377,Decision-Trees-regression,kernels,prashant111/decision-tree-classifier-tutorial,kaggle.com/code/prashant111/decision-tree-classifier-tutorial,Decision-Tree Classifier Tutorial ,Prashant Banerjee,2020-03-13 12:46:21,425
378,Decision-Trees-regression,kernels,rtatman/welcome-to-data-science-in-r,kaggle.com/code/rtatman/welcome-to-data-science-in-r,Welcome to Data Science in R,Rachael Tatman,2018-04-11 21:56:06,406
379,Decision-Trees-regression,kernels,kashnitsky/topic-3-decision-trees-and-knn,kaggle.com/code/kashnitsky/topic-3-decision-trees-and-knn,Topic 3. Decision Trees and kNN,Yury Kashnitsky,2021-05-07 09:25:45,281
380,Decision-Trees-regression,kernels,joparga3/in-depth-skewed-data-classif-93-recall-acc-now,kaggle.com/code/joparga3/in-depth-skewed-data-classif-93-recall-acc-now,In depth skewed data classif. (93% recall acc now),joparga3,2016-12-17 09:03:25,763
381,Neural-network-regression,kernels,kanncaa1/deep-learning-tutorial-for-beginners,kaggle.com/code/kanncaa1/deep-learning-tutorial-for-beginners,Deep Learning Tutorial for Beginners,DATAI,2019-05-25 14:42:24,2312
382,Neural-network-regression,kernels,matthieubritoantunes/convolutional-neural-network-for-image-regression,kaggle.com/code/matthieubritoantunes/convolutional-neural-network-for-image-regression,Convolutional Neural Network for Image Regression,antounes,2022-01-05 16:41:34,17
383,Neural-network-regression,kernels,kanncaa1/pytorch-tutorial-for-deep-learning-lovers,kaggle.com/code/kanncaa1/pytorch-tutorial-for-deep-learning-lovers,Pytorch Tutorial for Deep Learning Lovers,DATAI,2020-04-06 13:29:40,1321
384,Neural-network-regression,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,kaggle.com/code/janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
385,Neural-network-regression,kernels,kanncaa1/machine-learning-tutorial-for-beginners,kaggle.com/code/kanncaa1/machine-learning-tutorial-for-beginners,Machine Learning Tutorial for Beginners,DATAI,2018-07-24 14:43:45,2342
386,Neural-network-regression,kernels,shivamb/data-science-glossary-on-kaggle,kaggle.com/code/shivamb/data-science-glossary-on-kaggle,Data Science Glossary on Kaggle,Shivam Bansal,2018-12-10 09:47:14,2141
387,Neural-network-regression,kernels,abhishek/approaching-almost-any-nlp-problem-on-kaggle,kaggle.com/code/abhishek/approaching-almost-any-nlp-problem-on-kaggle,Approaching (Almost) Any NLP Problem on Kaggle,Abhishek Thakur,2020-07-22 06:02:35,2182
